@relation 'TDR.weka-weka.filters.unsupervised.attribute.Remove-R1-2,4,7-16,21-25,27-28'

@attribute pts.RS numeric
@attribute pt.diff.RS numeric
@attribute fgm.RS numeric
@attribute ft.per.RS numeric
@attribute or.RS numeric
@attribute dr.RS numeric
@attribute tr.RS numeric
@attribute wperc.RS numeric
@attribute seed.num.TS numeric
@attribute champ.TS {L,W}

@data
69.096774,11.709677,24.258065,0.707135,10.225806,22.516129,32.741935,0.774194,9,L
73.8,10.933333,25.466667,0.740047,11.433333,24.766667,36.2,0.833333,7,L
74.575758,14.181818,27.575758,0.688674,12.727273,22.606061,35.333333,0.939394,1,L
76.032258,6.129032,27.290323,0.718517,10.516129,24.516129,35.032258,0.774194,5,L
73.060606,6.242424,24.727273,0.724578,13.424242,22.757576,36.181818,0.606061,11,L
78.533333,6.2,25.766667,0.771742,10.6,22.733333,33.333333,0.7,16,L
75.9375,9.59375,26.71875,0.676895,11.3125,26.25,37.5625,0.75,6,L
68.382353,8.617647,23.205882,0.690575,12.382353,21.294118,33.676471,0.823529,12,L
72.911765,7.941176,24.705882,0.695074,10.411765,24.117647,34.529412,0.705882,5,L
67.235294,6.735294,23.470588,0.727996,11.058824,24.294118,35.352941,0.676471,16,L
63.064516,9.387097,22.677419,0.730407,8.096774,24.387097,32.483871,0.709677,10,L
65.060606,-2.939394,21.969697,0.700466,12.515152,23.393939,35.909091,0.454545,16,L
71.625,5.46875,25.6875,0.670807,15,23.375,38.375,0.59375,10,L
76.903226,14.16129,27.387097,0.756542,10.903226,26.967742,37.870968,0.83871,5,L
63.878788,11,22.121212,0.741634,9.69697,24.090909,33.787879,0.727273,4,L
70.787879,3.333333,25.121212,0.689797,10.848485,25.575758,36.424242,0.636364,10,L
71.935484,9.677419,25.774194,0.638735,13.032258,24.774194,37.806452,0.806452,12,L
64.411765,4.117647,21.823529,0.731214,9.852941,23.735294,33.588235,0.705882,15,L
73.28125,9.59375,25.03125,0.753886,11.53125,24.71875,36.25,0.78125,6,L
76.9,12.266667,27.633333,0.743928,9.366667,22.833333,32.2,0.8,11,L
71.068966,4.62069,24.793103,0.739293,9.724138,23.206897,32.931034,0.655172,13,L
67.25,9.5625,24.09375,0.733936,9.03125,27.125,36.15625,0.84375,11,L
68.424242,4.909091,23.939394,0.684812,11.606061,24.878788,36.484848,0.757576,6,L
67.548387,3.16129,25.322581,0.728868,10.967742,26.225806,37.193548,0.645161,12,L
66.636364,7.878788,23.151515,0.650231,14.363636,25.636364,40,0.666667,10,L
68.15625,4.375,23.6875,0.680596,11.59375,25.625,37.21875,0.65625,10,L
72.258065,8.709677,24.935484,0.710156,14.451613,25.516129,39.967742,0.741935,8,L
75.382353,12.294118,26.676471,0.752358,8.411765,26.823529,35.235294,0.794118,7,L
73.09375,11.09375,24.5625,0.797156,9.03125,24.4375,33.46875,0.78125,14,L
78.28125,12.875,27.34375,0.726183,9.65625,24.15625,33.8125,0.84375,2,L
72.34375,5.03125,26.21875,0.684571,11.6875,24.75,36.4375,0.6875,15,L
71.636364,17.939394,26.212121,0.691559,10.545455,24.515152,35.060606,0.787879,3,L
64.580645,8.83871,23,0.681837,9.225806,23.709677,32.935484,0.806452,2,L
76.8125,17.3125,27.3125,0.70618,11.46875,25.625,37.09375,0.9375,1,L
68.925926,4.703704,22.703704,0.717314,7.148148,21.962963,29.111111,0.666667,14,L
68.636364,3.212121,23.939394,0.72846,11.848485,21.454545,33.30303,0.636364,7,L
80,17.545455,26.878788,0.749357,12.454545,26.151515,38.606061,0.818182,1,L
80.69697,4.939394,28.272727,0.78004,11.545455,24.484848,36.030303,0.606061,15,L
79.636364,8.424242,27.575758,0.721541,12.272727,26.454545,38.727273,0.666667,10,L
65.176471,0.823529,22.529412,0.701573,10,22.705882,32.705882,0.588235,16,L
75.382353,13.911765,26.617647,0.734756,10.970588,28.147059,39.117647,0.852941,1,L
68.666667,7.272727,24.666667,0.684016,13.393939,21.272727,34.666667,0.787879,4,L
72.433333,6.466667,25.733333,0.728096,10.1,21.6,31.7,0.7,13,L
67.375,-3.40625,22.6875,0.726091,10.0625,24.8125,34.875,0.375,16,L
79.454545,3.060606,27.090909,0.684056,11.787879,23.606061,35.393939,0.606061,16,L
73.558824,15.588235,25.852941,0.710747,13.617647,23.882353,37.5,0.852941,1,W
69,6.258065,24.516129,0.697946,11.516129,23.451613,34.967742,0.741935,3,L
75.852941,10.705882,27.558824,0.663823,12.264706,25.529412,37.794118,0.882353,6,L
69.909091,9.242424,25.060606,0.675098,10.030303,25.727273,35.757576,0.818182,2,L
74.375,11.4375,27.65625,0.695303,10.59375,24.3125,34.90625,0.78125,4,L
67.5,8.125,24.375,0.704383,11.28125,25.1875,36.46875,0.75,3,L
68.4375,6.75,23.875,0.680453,14.90625,23.9375,38.84375,0.625,11,L
77.882353,10.617647,27.205882,0.677847,13.088235,25.647059,38.735294,0.764706,12,L
76.242424,10.060606,27.272727,0.73179,13.69697,27.727273,41.424242,0.69697,9,L
70.482759,4.827586,23.862069,0.763043,7.37931,23.448276,30.827586,0.793103,13,L
71.242424,13.454545,25.030303,0.682272,12.151515,24.666667,36.818182,0.848485,11,L
61.617647,0.205882,20.558824,0.646277,10.647059,24.441176,35.088235,0.529412,16,L
77.529412,7.470588,28.117647,0.677004,11.441176,25.382353,36.823529,0.705882,8,L
67.441176,7.029412,21.970588,0.704254,9.382353,25.852941,35.235294,0.852941,3,L
68,5.151515,23.848485,0.658828,11.787879,25.393939,37.181818,0.69697,13,L
76.181818,7.060606,28.333333,0.687268,13.69697,25.151515,38.848485,0.69697,8,L
77.962963,5.518519,27.444444,0.696029,13.666667,24.481481,38.148148,0.703704,14,L
70.352941,7.235294,25.588235,0.702055,11.117647,25.117647,36.235294,0.735294,7,L
69.30303,11.363636,25.090909,0.683466,10.666667,24.818182,35.484848,0.787879,2,L
71.129032,4.935484,25.16129,0.750216,11.903226,24.83871,36.741935,0.645161,10,L
72.375,9.53125,24.78125,0.747629,10.875,25.53125,36.40625,0.75,5,L
71.735294,8.117647,25.470588,0.718057,12.235294,25.176471,37.411765,0.764706,12,L
66.84375,1.84375,23.21875,0.693697,9.40625,22.15625,31.5625,0.625,15,L
69.59375,14.15625,25.5625,0.657418,12.9375,22.40625,35.34375,0.75,8,L
72.645161,6.290323,25.322581,0.780666,9.16129,24.774194,33.935484,0.709677,13,L
68.266667,7.1,24.266667,0.689694,10.8,25.866667,36.666667,0.666667,7,L
66.586207,8.172414,22.655172,0.701797,8.827586,25.724138,34.551724,0.689655,16,L
68.69697,10.575758,23.121212,0.700998,9.030303,23.818182,32.848485,0.818182,4,L
74.875,11.5625,26.0625,0.720521,11.9375,24.875,36.8125,0.8125,11,L
71.342857,11.257143,25.685714,0.678031,14.542857,24.2,38.742857,0.742857,4,L
72.75,4.65625,25.1875,0.721473,11.34375,23.09375,34.4375,0.71875,9,L
74.735294,5.794118,27.676471,0.729148,10.823529,25.470588,36.294118,0.735294,6,L
71.090909,7.515152,24.939394,0.702193,11.757576,28.090909,39.848485,0.727273,5,L
77.323529,12.529412,28,0.702071,13.882353,20.941176,34.823529,0.764706,5,L
71.46875,8.875,24.25,0.729248,8.9375,23.90625,32.84375,0.78125,14,L
67.4375,2.5,21.1875,0.715318,11.15625,24.96875,36.125,0.59375,9,L
67,0.705882,23.264706,0.675892,11.911765,23.764706,35.676471,0.558824,16,L
69.441176,8.735294,24.588235,0.694913,13.147059,25.294118,38.441176,0.764706,9,L
65.529412,9.617647,23.764706,0.633891,11.5,25.176471,36.676471,0.676471,5,L
66.03125,2.1875,22.4375,0.750248,10.34375,24.21875,34.5625,0.5625,16,L
63.9375,5.3125,23.03125,0.72105,7.125,22.9375,30.0625,0.625,15,L
73.058824,14.911765,26.235294,0.660417,12.588235,26.294118,38.882353,0.882353,1,L
75.03125,6.15625,25.28125,0.691794,8.4375,27.1875,35.625,0.65625,10,L
73.787879,5.393939,25,0.668484,14.181818,24.060606,38.242424,0.666667,6,L
84.212121,6.666667,29.272727,0.68488,13.30303,27.787879,41.090909,0.666667,10,L
62,-2.733333,21.733333,0.699831,10.733333,20.733333,31.466667,0.366667,16,L
68.727273,10.393939,23.757576,0.689459,13.363636,22.69697,36.060606,0.818182,5,L
70.533333,1.5,24.666667,0.705458,12.7,26.133333,38.833333,0.6,16,L
70.852941,2.911765,23.5,0.716423,11.588235,25.941176,37.529412,0.676471,8,L
71.852941,8.735294,24.382353,0.750478,10.088235,25.294118,35.382353,0.764706,7,W
79.545455,12.121212,27.484848,0.762312,8.454545,25.909091,34.363636,0.787879,3,L
73.393939,5.757576,25.666667,0.679713,11.636364,23.666667,35.30303,0.69697,11,L
79.529412,4.382353,26.941176,0.707728,11.117647,25.352941,36.470588,0.735294,13,L
78.647059,11.558824,26.676471,0.717114,12,22.470588,34.470588,0.764706,3,L
77.387097,5.451613,25.548387,0.745699,6.870968,18.83871,25.709677,0.709677,15,L
70.735294,12.794118,24.382353,0.648724,11.676471,24,35.676471,0.941176,1,L
73.40625,6.53125,25.4375,0.64462,11.8125,25.5625,37.375,0.75,9,L
75.818182,11.272727,26.636364,0.700226,9.636364,26.242424,35.878788,0.818182,8,L
73.448276,12.137931,24.689655,0.731814,10.37931,23.758621,34.137931,0.862069,12,L
82,11.90625,27.96875,0.738336,13.71875,26.9375,40.65625,0.625,11,L
82.878788,8.969697,29.272727,0.686114,10.212121,28.575758,38.787879,0.787879,3,L
79.606061,9.151515,27.393939,0.711575,11.787879,26.333333,38.121212,0.727273,2,L
69.71875,4,24.34375,0.659075,12.40625,23.59375,36,0.625,9,L
75.911765,9.264706,25.176471,0.681187,14.647059,26.5,41.147059,0.705882,8,L
82.117647,21.147059,28.911765,0.649581,13.705882,24.176471,37.882353,0.852941,4,L
77.375,7.375,25.15625,0.657491,12.75,24.84375,37.59375,0.78125,13,L
76.09375,5.34375,27.25,0.673497,12.1875,26.375,38.5625,0.75,6,L
76.83871,6.677419,28.032258,0.665051,12.677419,24.709677,37.387097,0.709677,8,L
77.193548,9.741935,26.645161,0.72826,10.967742,25.451613,36.419355,0.741935,14,L
74.393939,9.030303,25.606061,0.754429,8.848485,22.939394,31.787879,0.757576,2,L
75.941176,10.617647,27.264706,0.694303,11.058824,26,37.058824,0.764706,4,L
76.25,-1.71875,25.65625,0.750234,10.0625,22.125,32.1875,0.5,16,L
74.75,7.285714,26.571429,0.749736,9.142857,22.892857,32.035714,0.785714,12,L
72.225806,12.967742,23.903226,0.717321,11.451613,23.16129,34.612903,0.83871,14,L
70.794118,1.323529,26.264706,0.657123,11.941176,22.382353,34.323529,0.617647,12,L
67,2.129032,22.451613,0.719266,8.806452,24.548387,33.354839,0.612903,11,L
74.636364,8.272727,25.090909,0.726014,10.636364,27.515152,38.151515,0.818182,7,L
76.647059,9.147059,25.794118,0.691832,12.029412,25.264706,37.294118,0.735294,13,L
76.3125,7.25,27.71875,0.615832,14.0625,25.6875,39.75,0.71875,6,L
69.794118,10.029412,24.088235,0.683886,10.088235,24,34.088235,0.735294,6,L
82.15625,6.28125,27.625,0.748569,11.875,25.78125,37.65625,0.71875,5,L
80.333333,11.242424,26.424242,0.723711,9.545455,25.69697,35.242424,0.636364,9,L
81.84375,7.84375,27.40625,0.769282,10.78125,23.5,34.28125,0.71875,7,L
72.470588,10.117647,24.852941,0.712333,12.147059,23.941176,36.088235,0.735294,9,L
73.205882,3.676471,24.147059,0.77867,12.441176,24.382353,36.823529,0.676471,11,L
68.354839,10.516129,23.548387,0.640922,12.903226,23.903226,36.806452,0.870968,4,L
75.83871,12.806452,26.225806,0.709783,13,20.612903,33.612903,0.935484,12,L
71.272727,4.333333,24.636364,0.630004,9.606061,26.30303,35.909091,0.727273,10,L
70.064516,8.258065,24.290323,0.719309,9.935484,25.741935,35.677419,0.806452,5,L
73.515152,4.878788,25.272727,0.691657,9.666667,25.181818,34.848485,0.636364,10,L
68.15625,8.65625,24.0625,0.699949,13.1875,22.0625,35.25,0.84375,3,L
70.5,9.125,24.40625,0.702037,13.71875,25.03125,38.75,0.625,11,L
74.121212,4.090909,25.787879,0.66185,15.060606,26.69697,41.757576,0.69697,7,L
73.090909,5.727273,24.666667,0.691538,10.787879,25.515152,36.30303,0.636364,13,L
75.0625,2.09375,24.84375,0.717717,11.28125,25.4375,36.71875,0.5625,16,L
81.823529,11.058824,29.058824,0.743978,10.088235,25.558824,35.647059,0.764706,4,L
79.83871,3.612903,27.387097,0.665552,13.645161,24.193548,37.83871,0.645161,14,L
74.970588,10.117647,26.235294,0.664957,14.147059,23.735294,37.882353,0.764706,5,L
78.53125,11.9375,25.75,0.702727,11.28125,25.8125,37.09375,0.875,2,L
65.941176,10.647059,23.058824,0.662516,10.911765,24.647059,35.558824,0.823529,1,L
72.16129,4.064516,23.709677,0.716073,9.645161,24.870968,34.516129,0.709677,14,L
71.892857,3.75,23.285714,0.738024,8.214286,25.142857,33.357143,0.607143,16,L
70.393939,-0.515152,22.787879,0.733969,9.787879,23.515152,33.30303,0.606061,15,L
74.939394,15.060606,24.727273,0.731159,11.878788,26.727273,38.606061,1,1,L
73.545455,8.969697,24.212121,0.7281,8.787879,24.393939,33.181818,0.787879,2,L
65.413793,2.275862,23.758621,0.666896,10.551724,21.965517,32.517241,0.586207,15,L
72.212121,4.272727,25.636364,0.68852,11.151515,24.666667,35.818182,0.636364,12,L
65.5,5.28125,22.0625,0.728865,10,23.625,33.625,0.75,14,L
76.441176,17.823529,26.705882,0.699585,10.823529,26.411765,37.235294,0.911765,2,L
78.029412,7.882353,27.411765,0.717672,13,22.764706,35.764706,0.764706,5,L
69.125,8.8125,23.9375,0.668958,14.5,24.03125,38.53125,0.71875,3,L
73.774194,3.612903,25.774194,0.695699,9.322581,23.967742,33.290323,0.677419,15,L
69.870968,8.935484,24.193548,0.729914,8.516129,24.032258,32.548387,0.741935,11,L
75,6.71875,25.53125,0.7289,12.875,25.5625,38.4375,0.71875,12,L
69.5625,8.375,24.28125,0.672982,12.1875,24.53125,36.71875,0.6875,6,L
81.84375,8.90625,27.1875,0.765034,11.9375,25.84375,37.78125,0.71875,11,L
62.375,7.09375,22.375,0.667353,10.96875,23.25,34.21875,0.6875,8,L
70.482759,5.827586,24.206897,0.705382,12.137931,25.413793,37.551724,0.689655,16,L
79.166667,10.1,28.133333,0.679912,10.366667,25.333333,35.7,0.766667,10,L
68.212121,7.30303,22.727273,0.686942,7.424242,24.121212,31.545455,0.757576,11,L
80.606061,15.030303,28.606061,0.690566,12.151515,25.181818,37.333333,0.878788,1,W
79.354839,5.096774,27.290323,0.713456,10.064516,23.806452,33.870968,0.741935,13,L
70.709677,6.064516,24.193548,0.697977,11.193548,23.935484,35.129032,0.677419,4,L
68.34375,4.15625,22.75,0.686339,10.875,27.15625,38.03125,0.65625,10,L
70.625,8.1875,25.4375,0.721142,9.375,23.21875,32.59375,0.71875,14,L
78.212121,17.121212,28.212121,0.699799,10.121212,27.545455,37.666667,0.939394,2,L
67.151515,-0.848485,22.818182,0.638449,12.242424,24.848485,37.090909,0.484848,16,L
63.111111,4.962963,22.037037,0.718207,10.407407,23.703704,34.111111,0.740741,13,L
77.484848,6.060606,27.242424,0.706766,11.969697,24,35.969697,0.606061,10,L
69.40625,7.53125,23.6875,0.737783,12.53125,25.15625,37.6875,0.65625,7,L
78.363636,9.090909,27.757576,0.693428,9.515152,26.363636,35.878788,0.757576,3,L
71.205882,6.529412,24.176471,0.7082,11.823529,26.117647,37.941176,0.764706,2,L
74.911765,20.941176,25.970588,0.719838,12.911765,25.264706,38.176471,1,1,L
73.645161,1.064516,26.451613,0.753882,8.193548,22.096774,30.290323,0.612903,16,L
69.21875,9.6875,24.46875,0.67343,12.90625,25.25,38.15625,0.75,4,L
73.6875,5.96875,27.125,0.698243,12.125,27.03125,39.15625,0.6875,9,L
69.875,2.375,22.90625,0.683525,10.40625,21.59375,32,0.59375,16,L
69.484848,6.242424,22.454545,0.757997,9.151515,25.909091,35.060606,0.818182,4,L
71.882353,8.470588,26.5,0.628552,11.470588,26.205882,37.676471,0.676471,7,L
72.625,5.125,24.625,0.775363,12.40625,25.15625,37.5625,0.625,11,L
63.933333,2.3,22,0.688163,8.666667,24.933333,33.6,0.7,15,L
70.393939,4.969697,24.848485,0.686963,12.121212,25.727273,37.848485,0.606061,8,L
67.967742,8.225806,23.580645,0.703061,12.322581,22.709677,35.032258,0.677419,15,L
77.914286,9.514286,29.114286,0.707601,13.942857,27.085714,41.028571,0.685714,4,L
73.935484,5.419355,24.806452,0.731429,9.516129,24.741935,34.258065,0.645161,16,L
68.588235,3.588235,23.852941,0.728932,8.352941,24.794118,33.147059,0.676471,14,L
65.363636,11.060606,22.272727,0.737919,7.212121,23.606061,30.818182,0.909091,5,L
78.823529,13.176471,27.794118,0.731754,8.323529,24.441176,32.764706,0.852941,3,L
75.818182,13.424242,27.757576,0.665187,11.272727,24.575758,35.848485,0.69697,10,L
71.9375,9.1875,25.5625,0.739867,10.96875,27.125,38.09375,0.6875,3,L
66.533333,3.633333,22.366667,0.7243,8.666667,22.933333,31.6,0.566667,9,L
75,4.030303,27.121212,0.776676,10.30303,25.333333,35.636364,0.727273,8,L
70.212121,4.727273,24.484848,0.705327,12.060606,23.969697,36.030303,0.666667,6,L
70,5.484848,24.30303,0.67492,11.757576,24.545455,36.30303,0.636364,9,L
69,1.272727,24.30303,0.720874,10.424242,23,33.424242,0.575758,16,L
61.484848,8.242424,22.121212,0.623998,12.272727,22.848485,35.121212,0.757576,8,L
78.966667,13.466667,27.133333,0.727822,12,22.366667,34.366667,0.866667,12,L
69.40625,9.6875,24.65625,0.699785,11.21875,25.15625,36.375,0.8125,6,L
70.483871,3.290323,25.064516,0.691255,10,24.967742,34.967742,0.645161,9,L
67.939394,7.545455,23.606061,0.722071,12.424242,27.272727,39.69697,0.606061,11,L
68.176471,0.735294,23.352941,0.648453,11.352941,23.176471,34.529412,0.647059,15,L
68.090909,0.818182,23.69697,0.731656,11.727273,24.424242,36.151515,0.545455,14,L
66.806452,3.354839,24.451613,0.6885,9.870968,25.516129,35.387097,0.612903,13,L
72,3.969697,25.727273,0.66373,12.30303,25.666667,37.969697,0.606061,11,L
71.677419,14.483871,24.354839,0.704052,9.225806,25.580645,34.806452,0.741935,5,L
72.485714,6.971429,24.914286,0.659113,12.314286,23.114286,35.428571,0.742857,7,L
68.4,8.666667,24.066667,0.68872,11.333333,25.433333,36.766667,0.833333,13,L
76.264706,15.382353,25.323529,0.724041,10.323529,24.088235,34.411765,0.941176,1,L
65.34375,14.59375,23.78125,0.722821,10.28125,25.90625,36.1875,0.90625,2,L
73.9375,7.09375,25.40625,0.653281,16.84375,19.9375,36.78125,0.71875,5,L
68.580645,12.806452,24.16129,0.673468,11.612903,23.258065,34.870968,0.870968,7,L
71.882353,15.764706,25.294118,0.77412,9.470588,24.205882,33.676471,0.911765,1,L
65.875,5.8125,23.15625,0.673979,9.1875,22.8125,32,0.8125,12,L
61.4375,4.5,21.0625,0.69564,6.1875,23.59375,29.78125,0.71875,12,L
73.558824,5.911765,26.029412,0.723284,10,24.823529,34.823529,0.617647,6,L
81.212121,12.212121,28.060606,0.725924,11.636364,28.606061,40.242424,0.757576,6,L
70,9.935484,25.032258,0.727142,8.709677,24.193548,32.903226,0.870968,12,L
74.727273,-2.363636,25.575758,0.662456,11.090909,24.787879,35.878788,0.484848,16,L
76.3125,6.6875,26.8125,0.721206,13.5625,23.21875,36.78125,0.65625,5,L
76.606061,0.666667,25.818182,0.71415,12.090909,26.727273,38.818182,0.575758,14,L
80.580645,9.419355,28,0.7263,11.419355,25,36.419355,0.677419,9,L
75.121212,8.090909,26.272727,0.663644,11.333333,28.636364,39.969697,0.69697,4,L
74.78125,7.6875,25.09375,0.729046,10.9375,24.5,35.4375,0.84375,12,L
73.1875,10.3125,25.71875,0.698838,13.5,25.875,39.375,0.6875,9,L
75.4375,4.75,25.15625,0.727147,13.09375,29.21875,42.3125,0.65625,8,L
73.411765,10.323529,26.470588,0.784901,9.470588,27.058824,36.529412,0.705882,9,L
71.758621,8.482759,25.896552,0.639441,12.275862,25.724138,38,0.724138,15,L
73.1875,7.375,25.5625,0.668544,9.90625,28.75,38.65625,0.78125,7,L
81.454545,9.393939,27.424242,0.71481,12.242424,24.090909,36.333333,0.69697,4,L
76.83871,-1.677419,27.677419,0.697815,10.548387,22.580645,33.129032,0.548387,16,L
75.586207,2.724138,28.206897,0.640467,11.448276,27.965517,39.413793,0.551724,16,L
74.625,3.46875,26.125,0.690368,11.4375,25.59375,37.03125,0.71875,14,L
79.5,12.75,28,0.746049,10.46875,28.90625,39.375,0.78125,11,L
74.966667,0.9,25.733333,0.643042,14.066667,27.233333,41.3,0.666667,16,L
77.133333,10.8,25.933333,0.679756,10.433333,26.933333,37.366667,0.833333,13,L
65.333333,-4.333333,22.333333,0.683109,8.151515,21.969697,30.121212,0.424242,16,L
82.28125,13.375,29.1875,0.724854,12.03125,25.34375,37.375,0.78125,5,L
79.59375,5.9375,27.75,0.714406,10.59375,26.3125,36.90625,0.6875,13,L
78.096774,9.387097,27.580645,0.724164,11.903226,26.483871,38.387097,0.677419,7,L
81.84375,6.875,31.1875,0.693906,9.09375,26.96875,36.0625,0.65625,4,L
80.30303,12.69697,28.151515,0.720741,10.545455,26.787879,37.333333,0.878788,1,L
79.676471,11.411765,28.558824,0.681922,12.882353,25.705882,38.588235,0.764706,4,L
75.53125,9.125,26.5,0.757892,9.21875,26.15625,35.375,0.75,5,L
75.625,8.8125,26.15625,0.755768,9.6875,25.0625,34.75,0.78125,3,L
74.424242,6.242424,26.393939,0.720158,7.878788,24.151515,32.030303,0.636364,11,L
79.764706,16.382353,28.794118,0.743349,12.294118,29.558824,41.852941,0.852941,2,L
72.322581,4.096774,25.903226,0.590275,10.258065,26.548387,36.806452,0.709677,15,L
82.264706,12.705882,30.794118,0.740297,14.029412,26.941176,40.970588,0.823529,1,L
67.545455,4.636364,23.363636,0.762811,5.363636,24.333333,29.69697,0.636364,11,L
75.71875,5.125,27.15625,0.713615,10.90625,25.15625,36.0625,0.65625,6,L
80.40625,9.96875,27.625,0.717274,10.71875,28.09375,38.8125,0.78125,2,L
78.545455,9.151515,27.30303,0.719701,11.757576,24,35.757576,0.818182,1,L
72,1.433333,25.3,0.675166,10.566667,23.966667,34.533333,0.6,7,L
75.774194,7.064516,26.677419,0.757027,12.645161,24.967742,37.612903,0.645161,10,L
73.969697,4.242424,25.242424,0.718468,11.666667,24.909091,36.575758,0.69697,9,L
77.735294,13.147059,27.470588,0.731085,11.617647,29.205882,40.823529,0.764706,5,L
75.806452,7.032258,25.516129,0.752249,11.16129,26.354839,37.516129,0.774194,12,L
74.848485,7.060606,26.424242,0.658516,12.878788,27.151515,40.030303,0.757576,6,L
79.535714,15.285714,28.428571,0.743628,11.035714,22.75,33.785714,0.821429,14,L
71.225806,1.870968,25.16129,0.671849,10.16129,25.258065,35.419355,0.612903,16,L
77.588235,7.676471,27.235294,0.72212,10.147059,28.441176,38.588235,0.794118,8,L
75.466667,10.266667,28.1,0.66974,11.833333,26.5,38.333333,0.8,13,L
70.21875,4.5,23.9375,0.682951,11.8125,23.71875,35.53125,0.59375,10,L
68.65625,1.21875,24.75,0.681361,11.1875,25.5625,36.75,0.65625,10,L
71.34375,3.28125,24.65625,0.659874,11,23.53125,34.53125,0.625,6,L
75.911765,10.382353,26.647059,0.673601,12.823529,26.058824,38.882353,0.764706,3,L
72.387097,2.548387,24.516129,0.734534,10.322581,23.83871,34.16129,0.612903,8,L
74,4.322581,25.677419,0.67376,10.096774,24.935484,35.032258,0.645161,11,L
74.483871,5.451613,25.903226,0.688113,11.548387,25.451613,37,0.645161,15,L
78.066667,6.366667,27.833333,0.694772,11.833333,25.4,37.233333,0.766667,13,L
80.848485,6.090909,28.909091,0.673457,12,27.454545,39.454545,0.636364,8,L
76.484848,7.484848,26.848485,0.711626,9.515152,27.333333,36.848485,0.757576,3,L
77.205882,9.911765,28.029412,0.709145,12.5,24.852941,37.352941,0.705882,10,L
76.75,9.40625,26.28125,0.690466,9.5,29.0625,38.5625,0.59375,11,L
76.970588,13.264706,26.617647,0.788233,9.264706,26.352941,35.617647,0.852941,2,W
70.363636,10.69697,25.727273,0.758828,8.969697,22.909091,31.878788,0.787879,1,L
74.516129,6.064516,24.935484,0.682579,8.387097,28.451613,36.83871,0.741935,15,L
79.205882,12.588235,27.264706,0.669302,15.911765,23.264706,39.176471,0.764706,3,L
83.212121,2.69697,29,0.665129,12.848485,25.757576,38.606061,0.636364,14,L
73.129032,13.709677,25.064516,0.710515,11.612903,25.870968,37.483871,0.741935,11,L
68.875,4.3125,23.46875,0.68871,11.4375,23.46875,34.90625,0.625,7,L
81.34375,10.3125,27.375,0.717774,13.0625,27.9375,41,0.84375,2,L
74.481481,10.962963,26.185185,0.657093,13.481481,26.814815,40.296296,0.777778,12,L
