@relation 'TDR.weka-weka.filters.unsupervised.attribute.Remove-R1-2,4,7,10-18,21-23,25,28'

@attribute pts.RS numeric
@attribute pt.diff.RS numeric
@attribute fgm.RS numeric
@attribute fg.per.RS numeric
@attribute fgm2.RS numeric
@attribute dr.RS numeric
@attribute tr.RS numeric
@attribute blk.RS numeric
@attribute wperc.RS numeric
@attribute lperc.RS numeric
@attribute seed.num.TS numeric
@attribute champ.TS {L,W}

@data
69.970588,3.647059,24.588235,0.432572,16.705882,24.205882,34.264706,3.411765,0.647059,0.352941,15,L
61.5625,-2.875,20.90625,0.399477,16.09375,22.28125,35.59375,4.5625,0.46875,0.53125,16,L
76.529412,9.058824,25.411765,0.472863,17.470588,24.176471,34.588235,2.647059,0.794118,0.205882,5,L
66.272727,-1.272727,21.969697,0.415165,15.272727,22.181818,32.484848,2.363636,0.515152,0.484848,16,L
80.352941,18.411765,27.235294,0.465417,17.794118,23.264706,36.352941,3.470588,0.882353,0.117647,13,L
65.205882,1.970588,21.5,0.405293,13.970588,24,36,3.705882,0.617647,0.382353,16,L
70.757576,7.333333,24.575758,0.450218,17.69697,25.969697,34.121212,3.181818,0.757576,0.242424,14,L
72.483871,7.483871,24.709677,0.444426,17.258065,24.064516,34.935484,1.516129,0.709677,0.290323,8,L
81.272727,13.424242,27.545455,0.452775,19.363636,27,38.454545,4.181818,0.878788,0.121212,3,L
68.969697,9.757576,24.151515,0.436064,17.727273,22.545455,35.636364,3.787879,0.757576,0.242424,6,L
68.25,7.3125,23.71875,0.449872,17.21875,23.4375,34.90625,4.875,0.65625,0.34375,12,L
73.4,7.028571,26,0.436151,20.171429,25.142857,39.571429,5.628571,0.742857,0.257143,3,W
81.058824,16.794118,28.117647,0.468797,20.117647,25.970588,38.264706,4.411765,0.882353,0.117647,1,L
71.545455,8.484848,25.939394,0.461809,19.727273,24.424242,37.515152,3.545455,0.787879,0.212121,2,L
69.322581,7.064516,24.483871,0.436253,18.290323,26.580645,39.032258,5.741935,0.677419,0.322581,10,L
73.34375,11.8125,25.90625,0.475378,19.1875,24.5,35.09375,3.3125,0.8125,0.1875,8,L
71.032258,4.935484,25.451613,0.476623,18.419355,23.645161,33.709677,4.451613,0.677419,0.322581,6,L
68.8125,4.53125,25,0.453868,20.28125,25.34375,37.71875,5.03125,0.65625,0.34375,10,L
75.875,10.6875,26.34375,0.472921,20.71875,25.875,37.34375,3.625,0.71875,0.28125,11,L
66.903226,5.032258,22.612903,0.405417,16.193548,24.483871,35.580645,5.709677,0.741935,0.258065,16,L
71.28125,6.0625,26.34375,0.471325,19.5,24.59375,34.8125,4.625,0.59375,0.40625,9,L
65.84375,1.0625,22.34375,0.426328,15.59375,24.40625,34.9375,4.28125,0.59375,0.40625,14,L
82.382353,17.147059,29.588235,0.513516,22.323529,26.882353,38.558824,4.147059,0.941176,0.058824,1,L
72.709677,6.580645,24.870968,0.43379,17.806452,23.129032,37.774194,4.645161,0.677419,0.322581,5,L
76.424242,12.575758,26.787879,0.461904,19.424242,26,38.090909,6.272727,0.757576,0.242424,4,L
82.59375,8.71875,28.03125,0.46727,21.125,27.375,41.84375,3.4375,0.84375,0.15625,15,L
75.352941,10.735294,27.264706,0.449592,18.470588,23.970588,36.558824,4.941176,0.735294,0.264706,4,L
76.088235,7.029412,26.617647,0.467622,21.352941,23.794118,36.205882,3.617647,0.588235,0.411765,11,L
72.029412,3.941176,25.441176,0.449107,19.441176,23.588235,35.676471,5.352941,0.735294,0.264706,12,L
65.5,2.875,23.5,0.445192,15.375,23.53125,31.59375,2.0625,0.59375,0.40625,8,L
68.125,2.15625,23.8125,0.43111,17.5,25.25,37.1875,4.96875,0.5625,0.4375,10,L
80.84375,9,28.875,0.460868,21.78125,22.375,34.53125,4.96875,0.6875,0.3125,11,L
68.870968,6.83871,24.096774,0.458043,18.16129,23.16129,36.935484,3.258065,0.709677,0.290323,13,L
71.034483,4.37931,22.482759,0.427924,14.517241,23.793103,35.586207,1.896552,0.655172,0.344828,15,L
76.666667,8.909091,27.909091,0.447996,22.666667,28.333333,42.515152,5.333333,0.787879,0.212121,2,L
76,10.375,25.09375,0.465089,17,26,36.9375,3.6875,0.8125,0.1875,2,L
85.090909,8.545455,29.878788,0.495209,21.878788,26.30303,38.757576,5.454545,0.727273,0.272727,13,L
77.088235,17.264706,27.441176,0.495757,20.058824,23.294118,34.5,3.323529,0.941176,0.058824,1,L
65.848485,7.545455,23.848485,0.443371,18.969697,24.69697,40.181818,4.363636,0.818182,0.181818,9,L
63.030303,0.606061,22.454545,0.442871,16.151515,21.606061,31.575758,2.484848,0.575758,0.424242,10,L
74.0625,13.09375,26.09375,0.472851,20.21875,25.65625,39.875,3.4375,0.84375,0.15625,1,L
69.5,5.566667,24.433333,0.464519,18.3,24.733333,34.5,4.166667,0.8,0.2,13,L
72.65625,11.21875,25.6875,0.447861,18.75,24.1875,35.21875,4.125,0.78125,0.21875,3,L
70.176471,9.176471,24.941176,0.464927,17.088235,24.117647,33.176471,4.117647,0.794118,0.205882,12,L
71.03125,12.125,26.09375,0.457379,20.3125,24.6875,37.28125,4.71875,0.9375,0.0625,2,L
67.862069,2.103448,23.137931,0.45477,16.172414,23.965517,32.689655,4.172414,0.551724,0.448276,15,L
70.0625,3.65625,24.375,0.456613,20.125,21.84375,32.75,2.8125,0.65625,0.34375,6,L
61.393939,1.484848,21.090909,0.404289,15.272727,24.424242,35.787879,4.606061,0.606061,0.393939,14,L
73.606061,10.272727,26.878788,0.472558,20.515152,25.242424,37.848485,6.818182,0.787879,0.212121,3,L
70.9375,8.78125,25.59375,0.448266,19.5,25.0625,36.09375,4.6875,0.78125,0.21875,7,L
70.636364,3.333333,24.909091,0.436398,19.69697,24.090909,37.969697,3.666667,0.575758,0.424242,9,L
74.911765,13.529412,26.470588,0.455746,20.764706,26.705882,40.5,4.911765,0.794118,0.205882,4,L
68.612903,7.129032,22.967742,0.44387,17.612903,23.645161,35.870968,1.580645,0.741935,0.258065,7,L
68.9,6.566667,24.6,0.440746,17.033333,24.5,36,3.133333,0.733333,0.266667,12,L
69.96875,4.1875,24.53125,0.457437,19.34375,25.40625,37.21875,5.78125,0.6875,0.3125,7,L
71.793103,3,25.241379,0.450722,20.37931,23.275862,34.62069,4.37931,0.551724,0.448276,16,L
71.90625,9.28125,25.65625,0.462481,20.125,23.9375,35.1875,3.78125,0.75,0.25,8,L
66.848485,4.060606,24.181818,0.445796,18.030303,23.848485,34,2.969697,0.575758,0.424242,11,L
70.482759,-0.241379,23.482759,0.430427,16.344828,24.068966,34.413793,2.37931,0.551724,0.448276,16,L
71.28125,13.28125,24.375,0.471056,18.53125,26.625,37.21875,3.25,0.90625,0.09375,12,L
71.529412,4.088235,24.264706,0.436677,16.088235,21.088235,32,3.676471,0.676471,0.323529,11,L
76.212121,8.575758,25,0.457672,17.212121,26.060606,36.939394,4.848485,0.69697,0.30303,5,L
72.71875,7.15625,24.28125,0.444417,17.9375,24.875,37.125,3.75,0.65625,0.34375,9,L
83.515152,13.121212,30.363636,0.468461,21.545455,25.30303,39.333333,5.333333,0.69697,0.30303,7,L
69.548387,5.451613,23.677419,0.427298,17.419355,23.032258,37.419355,4.290323,0.645161,0.354839,5,L
68.193548,9.870968,23.870968,0.449397,15.806452,21.516129,32.064516,3.16129,0.741935,0.258065,4,L
73.818182,5.969697,26.090909,0.482424,20.242424,21.424242,32.484848,2.484848,0.636364,0.363636,14,L
72.612903,8.064516,24.612903,0.462894,19.096774,25.258065,35.483871,3.096774,0.774194,0.225806,6,L
64.9375,6.8125,23.625,0.454131,19.59375,24.375,35.1875,4.15625,0.65625,0.34375,9,L
74.272727,9,26.090909,0.466836,19.363636,23.909091,36.030303,4.636364,0.787879,0.212121,3,L
81.393939,13.878788,27.909091,0.480479,19.090909,24.787879,36.30303,2.242424,0.787879,0.212121,14,L
78.354839,10.774194,27.967742,0.46794,21.16129,27.096774,37.903226,4.193548,0.741935,0.258065,14,L
71.666667,9.878788,26.424242,0.480366,21.787879,24.909091,34.878788,3.151515,0.727273,0.272727,12,L
68.5,7.323529,25.058824,0.421832,17.911765,22.705882,36.205882,4.588235,0.705882,0.294118,6,L
66.28125,2.71875,22.71875,0.439613,17.15625,25.25,34.8125,3.25,0.65625,0.34375,11,L
71.032258,2.677419,24.129032,0.477925,18.129032,23.129032,31.322581,1.903226,0.645161,0.354839,11,L
68.848485,4.727273,25.363636,0.456733,19.969697,25.515152,37.848485,6.909091,0.606061,0.393939,9,L
80.030303,10.484848,28.030303,0.513931,19.848485,26.636364,36.151515,2.30303,0.848485,0.151515,8,L
77.354839,9.451613,26.483871,0.448726,18.741935,26.225806,38.516129,3.451613,0.774194,0.225806,13,L
70.878788,2.939394,24.30303,0.446711,19.848485,21.575758,33.30303,4.484848,0.606061,0.393939,15,L
77.515152,9.060606,25.757576,0.459395,17.636364,24.666667,36.575758,4.030303,0.818182,0.181818,2,L
76.272727,10.242424,26.424242,0.461684,16.484848,23.69697,35.151515,3.272727,0.69697,0.30303,7,L
70.333333,7.424242,25.272727,0.459888,19.121212,25.030303,36.69697,5.939394,0.727273,0.272727,3,L
68.433333,9.333333,24.233333,0.460918,18.766667,25.033333,36.333333,4.866667,0.733333,0.266667,3,L
73.967742,10.774194,24.935484,0.474421,18.548387,26.16129,37.129032,3.290323,0.806452,0.193548,7,L
65.068966,10.034483,22.034483,0.466499,16.241379,24.37931,32.931034,4.413793,0.862069,0.137931,12,L
77.272727,11.727273,25.969697,0.487475,19.575758,24.121212,34.909091,3.363636,0.757576,0.242424,4,L
83.25,10.6875,30.9375,0.506645,23.1875,23.96875,34.75,2.125,0.78125,0.21875,14,L
73.1875,6.46875,24.875,0.453192,16,25.875,36.71875,2.8125,0.6875,0.3125,8,L
75.030303,13.090909,26.666667,0.486124,20.666667,25.787879,36.909091,5.636364,0.818182,0.181818,2,L
71.419355,7.709677,24.83871,0.44476,19.129032,23.032258,37.258065,4.806452,0.677419,0.322581,8,L
76.676471,17.676471,27.323529,0.48298,21.588235,26.617647,39.117647,8.794118,0.941176,0.058824,1,W
72.625,6.75,25.375,0.433604,21.125,25.25,39.21875,4.375,0.65625,0.34375,16,L
75.625,10.21875,25.75,0.448308,18.34375,24.71875,35.5625,2.90625,0.78125,0.21875,15,L
73.774194,9.16129,25.580645,0.466462,18.967742,24.354839,35.645161,2.741935,0.741935,0.258065,12,L
81.878788,4.545455,27.212121,0.475854,20.636364,26.757576,38.636364,3.30303,0.757576,0.242424,16,L
68.828571,7.657143,24.228571,0.425463,18.342857,25.085714,38.228571,4.857143,0.742857,0.257143,4,L
67.59375,3.78125,23,0.430264,18,22.0625,35.34375,4.34375,0.75,0.25,15,L
75.9375,9.71875,26.5,0.4605,20.8125,24,35.8125,3.5,0.78125,0.21875,3,L
75.294118,12.147059,26.823529,0.49516,21.441176,24.941176,34.411765,5.676471,0.764706,0.235294,8,L
66.75,4.5,23.875,0.461669,15.75,22.09375,30.59375,2.09375,0.71875,0.28125,4,L
72.147059,13.029412,25.911765,0.478085,20.382353,26.264706,38,4.382353,0.794118,0.205882,1,L
80.294118,14.558824,28,0.503591,19.764706,23.029412,32.205882,2.823529,0.882353,0.117647,2,L
71.241379,9.034483,24.827586,0.470807,18.413793,24.137931,32.896552,3.758621,0.793103,0.206897,13,L
68.909091,-0.363636,23.939394,0.402611,16.424242,23.878788,37.121212,2.393939,0.636364,0.363636,16,L
74.214286,11.857143,24.642857,0.478002,17.214286,22.607143,33.25,4.285714,0.964286,0.035714,6,L
73.382353,5.352941,26.676471,0.463936,21.323529,25.029412,37.176471,4.058824,0.647059,0.352941,11,L
72.5625,12.90625,24.84375,0.457539,17.15625,26.5,37.59375,3.28125,0.8125,0.1875,5,L
77.393939,9.30303,26.484848,0.46944,21.909091,25.545455,40,4.090909,0.727273,0.272727,13,L
69.5625,2.8125,24.3125,0.45386,18.96875,24.9375,36.125,4.75,0.75,0.25,15,L
81.970588,15.117647,30,0.461222,24.941176,29.382353,45.058824,5.588235,0.852941,0.147059,1,L
66.484848,4.969697,22.909091,0.432743,16.484848,23.757576,34.030303,3.424242,0.666667,0.333333,7,L
70.212121,7.545455,24.363636,0.429124,17.121212,21.545455,34.242424,2.69697,0.787879,0.212121,13,L
74.764706,15.705882,27.588235,0.482283,22.735294,25.058824,36.941176,3,0.794118,0.205882,2,L
72.181818,6.181818,25.545455,0.444833,17.333333,21.757576,33.030303,3.242424,0.636364,0.363636,10,L
76.375,9.75,25.96875,0.466362,17.8125,23.875,34.03125,1.84375,0.78125,0.21875,14,L
70.129032,5.870968,25.193548,0.4537,19.612903,26.096774,36.580645,2.322581,0.774194,0.225806,6,L
58.8125,1.5,21.1875,0.434383,16.59375,23.3125,33.6875,3.5625,0.59375,0.40625,12,L
70.741935,4.516129,23.709677,0.410578,17.548387,22.451613,36.16129,2.935484,0.741935,0.258065,9,L
70.677419,5.677419,24.096774,0.462491,18.709677,24.290323,35.677419,4.193548,0.645161,0.354839,14,L
69.096774,11.709677,24.258065,0.457439,17.096774,22.516129,32.741935,3.032258,0.774194,0.225806,9,L
73.8,10.933333,25.466667,0.471309,18.266667,24.766667,36.2,2.933333,0.833333,0.166667,7,L
74.575758,14.181818,27.575758,0.464991,21.181818,22.606061,35.333333,7.090909,0.939394,0.060606,1,L
76.032258,6.129032,27.290323,0.476183,20,24.516129,35.032258,4.16129,0.774194,0.225806,5,L
73.060606,6.242424,24.727273,0.438349,18.969697,22.757576,36.181818,3.636364,0.606061,0.393939,11,L
78.533333,6.2,25.766667,0.471104,19.366667,22.733333,33.333333,2.233333,0.7,0.3,16,L
75.9375,9.59375,26.71875,0.45925,18.40625,26.25,37.5625,4.875,0.75,0.25,6,L
68.382353,8.617647,23.205882,0.411603,15.794118,21.294118,33.676471,3.705882,0.823529,0.176471,12,L
72.911765,7.941176,24.705882,0.460108,16.058824,24.117647,34.529412,4,0.705882,0.294118,5,L
67.235294,6.735294,23.470588,0.441783,18.058824,24.294118,35.352941,2.382353,0.676471,0.323529,16,L
63.064516,9.387097,22.677419,0.461573,17.774194,24.387097,32.483871,2.806452,0.709677,0.290323,10,L
65.060606,-2.939394,21.969697,0.40436,16.30303,23.393939,35.909091,4.090909,0.454545,0.545455,16,L
71.625,5.46875,25.6875,0.442746,20.34375,23.375,38.375,2.5625,0.59375,0.40625,10,L
76.903226,14.16129,27.387097,0.485682,20.387097,26.967742,37.870968,3.967742,0.83871,0.16129,5,L
63.878788,11,22.121212,0.423985,14.515152,24.090909,33.787879,3.484848,0.727273,0.272727,4,L
70.787879,3.333333,25.121212,0.454607,20.242424,25.575758,36.424242,3.757576,0.636364,0.363636,10,L
71.935484,9.677419,25.774194,0.457332,18.83871,24.774194,37.806452,5.580645,0.806452,0.193548,12,L
64.411765,4.117647,21.823529,0.43812,15.823529,23.735294,33.588235,2.029412,0.705882,0.294118,15,L
73.28125,9.59375,25.03125,0.452612,17.375,24.71875,36.25,3.90625,0.78125,0.21875,6,L
76.9,12.266667,27.633333,0.499068,19.333333,22.833333,32.2,2.733333,0.8,0.2,11,L
71.068966,4.62069,24.793103,0.449604,17.275862,23.206897,32.931034,1.655172,0.655172,0.344828,13,L
67.25,9.5625,24.09375,0.455445,19.46875,27.125,36.15625,4.0625,0.84375,0.15625,11,L
68.424242,4.909091,23.939394,0.450587,17.393939,24.878788,36.484848,2.30303,0.757576,0.242424,6,L
67.548387,3.16129,25.322581,0.450029,21.290323,26.225806,37.193548,4.741935,0.645161,0.354839,12,L
66.636364,7.878788,23.151515,0.400176,16.333333,25.636364,40,6.181818,0.666667,0.333333,10,L
68.15625,4.375,23.6875,0.439139,18.28125,25.625,37.21875,3.125,0.65625,0.34375,10,L
72.258065,8.709677,24.935484,0.445166,19.806452,25.516129,39.967742,1.806452,0.741935,0.258065,8,L
75.382353,12.294118,26.676471,0.510502,17.911765,26.823529,35.235294,2.588235,0.794118,0.205882,7,L
73.09375,11.09375,24.5625,0.46418,17.0625,24.4375,33.46875,2.75,0.78125,0.21875,14,L
78.28125,12.875,27.34375,0.47918,19.59375,24.15625,33.8125,3.78125,0.84375,0.15625,2,L
72.34375,5.03125,26.21875,0.456583,19.59375,24.75,36.4375,3.78125,0.6875,0.3125,15,L
71.636364,17.939394,26.212121,0.481949,17.818182,24.515152,35.060606,3.30303,0.787879,0.212121,3,L
64.580645,8.83871,23,0.455031,17.129032,23.709677,32.935484,3.83871,0.806452,0.193548,2,L
76.8125,17.3125,27.3125,0.497652,21.09375,25.625,37.09375,2.78125,0.9375,0.0625,1,L
68.925926,4.703704,22.703704,0.484046,16.333333,21.962963,29.111111,4.148148,0.666667,0.333333,14,L
68.636364,3.212121,23.939394,0.414194,16.242424,21.454545,33.30303,3.909091,0.636364,0.363636,7,L
80,17.545455,26.878788,0.48741,19.575758,26.151515,38.606061,3.727273,0.818182,0.181818,1,L
80.69697,4.939394,28.272727,0.458825,19.878788,24.484848,36.030303,3,0.606061,0.393939,15,L
79.636364,8.424242,27.575758,0.45945,17.727273,26.454545,38.727273,2.909091,0.666667,0.333333,10,L
65.176471,0.823529,22.529412,0.419983,16.794118,22.705882,32.705882,4.5,0.588235,0.411765,16,L
75.382353,13.911765,26.617647,0.481583,20.588235,28.147059,39.117647,6.617647,0.852941,0.147059,1,L
68.666667,7.272727,24.666667,0.433696,17.848485,21.272727,34.666667,3.636364,0.787879,0.212121,4,L
72.433333,6.466667,25.733333,0.451881,18.133333,21.6,31.7,3.566667,0.7,0.3,13,L
67.375,-3.40625,22.6875,0.422264,15.90625,24.8125,34.875,2.90625,0.375,0.625,16,L
79.454545,3.060606,27.090909,0.486048,19.727273,23.606061,35.393939,3.515152,0.606061,0.393939,16,L
73.558824,15.588235,25.852941,0.445458,20.029412,23.882353,37.5,4.235294,0.852941,0.147059,1,W
69,6.258065,24.516129,0.467484,20.258065,23.451613,34.967742,3.419355,0.741935,0.258065,3,L
75.852941,10.705882,27.558824,0.477485,21.382353,25.529412,37.794118,6.294118,0.882353,0.117647,6,L
69.909091,9.242424,25.060606,0.462758,18.242424,25.727273,35.757576,4.545455,0.818182,0.181818,2,L
74.375,11.4375,27.65625,0.481347,20.3125,24.3125,34.90625,2.84375,0.78125,0.21875,4,L
67.5,8.125,24.375,0.465485,19.40625,25.1875,36.46875,3.8125,0.75,0.25,3,L
68.4375,6.75,23.875,0.441122,18.65625,23.9375,38.84375,5.71875,0.625,0.375,11,L
77.882353,10.617647,27.205882,0.441736,20.411765,25.647059,38.735294,5.147059,0.764706,0.235294,12,L
76.242424,10.060606,27.272727,0.462147,20.969697,27.727273,41.424242,3.515152,0.69697,0.30303,9,L
70.482759,4.827586,23.862069,0.472957,17.103448,23.448276,30.827586,3,0.793103,0.206897,13,L
71.242424,13.454545,25.030303,0.464981,19.666667,24.666667,36.818182,3.787879,0.848485,0.151515,11,L
61.617647,0.205882,20.558824,0.39994,14.764706,24.441176,35.088235,4.529412,0.529412,0.470588,16,L
77.529412,7.470588,28.117647,0.494916,22.823529,25.382353,36.823529,4.264706,0.705882,0.294118,8,L
67.441176,7.029412,21.970588,0.423485,15.558824,25.852941,35.235294,3.911765,0.852941,0.147059,3,L
68,5.151515,23.848485,0.464047,19.848485,25.393939,37.181818,5.545455,0.69697,0.30303,13,L
76.181818,7.060606,28.333333,0.439355,21,25.151515,38.848485,3.30303,0.69697,0.30303,8,L
77.962963,5.518519,27.444444,0.445589,21.703704,24.481481,38.148148,4.518519,0.703704,0.296296,14,L
70.352941,7.235294,25.588235,0.463758,19,25.117647,36.235294,3.823529,0.735294,0.264706,7,L
69.30303,11.363636,25.090909,0.45625,19.060606,24.818182,35.484848,4.30303,0.787879,0.212121,2,L
71.129032,4.935484,25.16129,0.436773,20.193548,24.83871,36.741935,2.806452,0.645161,0.354839,10,L
72.375,9.53125,24.78125,0.443618,19.21875,25.53125,36.40625,4.75,0.75,0.25,5,L
71.735294,8.117647,25.470588,0.447863,20.441176,25.176471,37.411765,4,0.764706,0.235294,12,L
66.84375,1.84375,23.21875,0.450335,16.75,22.15625,31.5625,1.21875,0.625,0.375,15,L
69.59375,14.15625,25.5625,0.476405,20.5,22.40625,35.34375,3.9375,0.75,0.25,8,L
72.645161,6.290323,25.322581,0.467053,17.483871,24.774194,33.935484,2.193548,0.709677,0.290323,13,L
68.266667,7.1,24.266667,0.437817,18.366667,25.866667,36.666667,4.366667,0.666667,0.333333,7,L
66.586207,8.172414,22.655172,0.427069,16.034483,25.724138,34.551724,4,0.689655,0.310345,16,L
68.69697,10.575758,23.121212,0.451618,16.969697,23.818182,32.848485,3.151515,0.818182,0.181818,4,L
74.875,11.5625,26.0625,0.472601,18.21875,24.875,36.8125,2.96875,0.8125,0.1875,11,L
71.342857,11.257143,25.685714,0.439248,19.628571,24.2,38.742857,6.2,0.742857,0.257143,4,L
72.75,4.65625,25.1875,0.43216,17.90625,23.09375,34.4375,3.6875,0.71875,0.28125,9,L
74.735294,5.794118,27.676471,0.457064,22.764706,25.470588,36.294118,3.676471,0.735294,0.264706,6,L
71.090909,7.515152,24.939394,0.437492,18.454545,28.090909,39.848485,5.818182,0.727273,0.272727,5,L
77.323529,12.529412,28,0.449604,20.058824,20.941176,34.823529,3.147059,0.764706,0.235294,5,L
71.46875,8.875,24.25,0.488754,16.8125,23.90625,32.84375,3.25,0.78125,0.21875,14,L
67.4375,2.5,21.1875,0.416215,15.09375,24.96875,36.125,3.46875,0.59375,0.40625,9,L
67,0.705882,23.264706,0.431984,16.735294,23.764706,35.676471,3.264706,0.558824,0.441176,16,L
69.441176,8.735294,24.588235,0.445022,18,25.294118,38.441176,4.470588,0.764706,0.235294,9,L
65.529412,9.617647,23.764706,0.424545,16.352941,25.176471,36.676471,4.294118,0.676471,0.323529,5,L
66.03125,2.1875,22.4375,0.440743,17.53125,24.21875,34.5625,3.0625,0.5625,0.4375,16,L
63.9375,5.3125,23.03125,0.498272,16.6875,22.9375,30.0625,3.4375,0.625,0.375,15,L
73.058824,14.911765,26.235294,0.469264,20.941176,26.294118,38.882353,4.235294,0.882353,0.117647,1,L
75.03125,6.15625,25.28125,0.45112,17.15625,27.1875,35.625,5.65625,0.65625,0.34375,10,L
73.787879,5.393939,25,0.450668,17.606061,24.060606,38.242424,5.666667,0.666667,0.333333,6,L
84.212121,6.666667,29.272727,0.469632,24.090909,27.787879,41.090909,3.030303,0.666667,0.333333,10,L
62,-2.733333,21.733333,0.405102,15.4,20.733333,31.466667,2.666667,0.366667,0.633333,16,L
68.727273,10.393939,23.757576,0.424882,17.939394,22.69697,36.060606,5.515152,0.818182,0.181818,5,L
70.533333,1.5,24.666667,0.438229,18.933333,26.133333,38.833333,2.8,0.6,0.4,16,L
70.852941,2.911765,23.5,0.43811,18.294118,25.941176,37.529412,3.382353,0.676471,0.323529,8,L
71.852941,8.735294,24.382353,0.447161,17.264706,25.294118,35.382353,6.205882,0.764706,0.235294,7,W
79.545455,12.121212,27.484848,0.500719,17.121212,25.909091,34.363636,1.393939,0.787879,0.212121,3,L
73.393939,5.757576,25.666667,0.46834,19.090909,23.666667,35.30303,2.606061,0.69697,0.30303,11,L
79.529412,4.382353,26.941176,0.44715,19.764706,25.352941,36.470588,3.588235,0.735294,0.264706,13,L
78.647059,11.558824,26.676471,0.46473,17.823529,22.470588,34.470588,3.058824,0.764706,0.235294,3,L
77.387097,5.451613,25.548387,0.484972,16.612903,18.83871,25.709677,1.741935,0.709677,0.290323,15,L
70.735294,12.794118,24.382353,0.465093,17.529412,24,35.676471,2.852941,0.941176,0.058824,1,L
73.40625,6.53125,25.4375,0.464878,19.65625,25.5625,37.375,4.15625,0.75,0.25,9,L
75.818182,11.272727,26.636364,0.490699,19.757576,26.242424,35.878788,3.909091,0.818182,0.181818,8,L
73.448276,12.137931,24.689655,0.475224,18.896552,23.758621,34.137931,4.965517,0.862069,0.137931,12,L
82,11.90625,27.96875,0.46617,22.125,26.9375,40.65625,5.0625,0.625,0.375,11,L
82.878788,8.969697,29.272727,0.472807,20.969697,28.575758,38.787879,2.939394,0.787879,0.212121,3,L
79.606061,9.151515,27.393939,0.496398,21.818182,26.333333,38.121212,5.666667,0.727273,0.272727,2,L
69.71875,4,24.34375,0.438414,18.3125,23.59375,36,2.96875,0.625,0.375,9,L
75.911765,9.264706,25.176471,0.453057,20.088235,26.5,41.147059,6.235294,0.705882,0.294118,8,L
82.117647,21.147059,28.911765,0.474107,20.852941,24.176471,37.882353,4.617647,0.852941,0.147059,4,L
77.375,7.375,25.15625,0.4534,18.75,24.84375,37.59375,6.09375,0.78125,0.21875,13,L
76.09375,5.34375,27.25,0.461568,21.8125,26.375,38.5625,5.53125,0.75,0.25,6,L
76.83871,6.677419,28.032258,0.474305,22.645161,24.709677,37.387097,4.774194,0.709677,0.290323,8,L
77.193548,9.741935,26.645161,0.471418,18.387097,25.451613,36.419355,4.193548,0.741935,0.258065,14,L
74.393939,9.030303,25.606061,0.47737,17.121212,22.939394,31.787879,2.515152,0.757576,0.242424,2,L
75.941176,10.617647,27.264706,0.474054,19.205882,26,37.058824,4.823529,0.764706,0.235294,4,L
76.25,-1.71875,25.65625,0.443763,16.78125,22.125,32.1875,3.0625,0.5,0.5,16,L
74.75,7.285714,26.571429,0.505419,21.571429,22.892857,32.035714,4.285714,0.785714,0.214286,12,L
72.225806,12.967742,23.903226,0.455345,18.870968,23.16129,34.612903,3.83871,0.83871,0.16129,14,L
70.794118,1.323529,26.264706,0.455772,21.794118,22.382353,34.323529,3.970588,0.617647,0.382353,12,L
67,2.129032,22.451613,0.429677,16.516129,24.548387,33.354839,2.967742,0.612903,0.387097,11,L
74.636364,8.272727,25.090909,0.46401,19.242424,27.515152,38.151515,5.151515,0.818182,0.181818,7,L
76.647059,9.147059,25.794118,0.490626,20.647059,25.264706,37.294118,6.205882,0.735294,0.264706,13,L
76.3125,7.25,27.71875,0.465424,23.53125,25.6875,39.75,4.78125,0.71875,0.28125,6,L
69.794118,10.029412,24.088235,0.449315,18.294118,24,34.088235,4.5,0.735294,0.264706,6,L
82.15625,6.28125,27.625,0.451392,19.09375,25.78125,37.65625,3.28125,0.71875,0.28125,5,L
80.333333,11.242424,26.424242,0.466248,19.272727,25.69697,35.242424,4.787879,0.636364,0.363636,9,L
81.84375,7.84375,27.40625,0.472597,19.625,23.5,34.28125,3.375,0.71875,0.28125,7,L
72.470588,10.117647,24.852941,0.458761,19.705882,23.941176,36.088235,3,0.735294,0.264706,9,L
73.205882,3.676471,24.147059,0.428367,17.852941,24.382353,36.823529,4.852941,0.676471,0.323529,11,L
68.354839,10.516129,23.548387,0.42886,18.806452,23.903226,36.806452,4.967742,0.870968,0.129032,4,L
75.83871,12.806452,26.225806,0.462252,19.064516,20.612903,33.612903,3.16129,0.935484,0.064516,12,L
71.272727,4.333333,24.636364,0.471135,17.272727,26.30303,35.909091,4.606061,0.727273,0.272727,10,L
70.064516,8.258065,24.290323,0.445624,18.580645,25.741935,35.677419,4.225806,0.806452,0.193548,5,L
73.515152,4.878788,25.272727,0.468759,19.363636,25.181818,34.848485,4.242424,0.636364,0.363636,10,L
68.15625,8.65625,24.0625,0.439625,19.0625,22.0625,35.25,4.9375,0.84375,0.15625,3,L
70.5,9.125,24.40625,0.445327,18.84375,25.03125,38.75,4.71875,0.625,0.375,11,L
74.121212,4.090909,25.787879,0.434235,20.666667,26.69697,41.757576,6,0.69697,0.30303,7,L
73.090909,5.727273,24.666667,0.442048,18.909091,25.515152,36.30303,3.787879,0.636364,0.363636,13,L
75.0625,2.09375,24.84375,0.461878,18.53125,25.4375,36.71875,3.53125,0.5625,0.4375,16,L
81.823529,11.058824,29.058824,0.491634,22.676471,25.558824,35.647059,2.882353,0.764706,0.235294,4,L
